POYRAZOGLU_YIGIT 3.967
MEMBER_IN BONANNO_RITA 83.096
MEMBER_IN NIKOLIC_BUD 17.199
MEMBER_IN TADIC_KIMBERLY 11.253
MEMBER_IN SLIM_LEIGH 79.001
MEMBER_IN YILMAZ_ABRAHAM 10.054
MEMBER_IN ZASA_TERRANCE 99.577
MEMBER_IN YILMAZ_MONICA 62.486
MEMBER_IN GENOVESE_ORLANDO 53.130
MEMBER_IN GOODMAN_RON 17.677
MEMBER_IN KACZMAREK_ROLAND 82.249
MEMBER_IN KNEZEVIC_MARINA 52.031
MEMBER_IN GAMBINO_PAIGE 64.382
MEMBER_IN MARIC_CHRISTINA 78.665
MEMBER_IN ZUCKERBERG_JANETTE 13.958
MEMBER_IN GOODMAN_ROB 87.164
MEMBER_IN KNEZEVIC_KELLIE 5.108
MEMBER_IN GOODMAN_ROD 65.915
MEMBER_IN MARIC_CHRISTINE 22.770
MEMBER_IN JESUS_VANESSA 80.746
MEMBER_IN DEMIR_FRANCINE 17.774
MEMBER_IN YILMAZ_LUCAS 64.160
MEMBER_IN TADIC_SALVATORE 60.694
MEMBER_IN ROTH_BRYAN 35.724
MEMBER_IN SZYMCZAK_MARGIE 74.172
MEMBER_IN JOBS_WILLARD 95.022
MEMBER_IN STRACCI_VIRGINIA 95.768
MEMBER_IN WOZNIAK_VICKI 48.092
MEMBER_IN COLOMBO_ROSEMARIE 60.658
MEMBER_IN ROCKEFELLER_EDNA 42.638
MEMBER_IN COLOMBO_KADIR 55.170
MEMBER_IN CORLEONE_ALEXIS 24.830
MEMBER_IN SZYMANSKI_BETSY 23.050
MEMBER_IN ROSATO_EUGENE 80.473
MEMBER_IN GATES_HOPE 79.858
MEMBER_IN BONANNO_MEGHAN 66.429
MEMBER_IN STANKOVIC_ANGEL 67.465
MEMBER_IN JANKOWSKI_ESTHER 11.915
MEMBER_IN BUFFETT_KERI 68.597
MEMBER_IN JOVANOVIC_WES 10.070
MEMBER_IN GUS_DON 61.092
MEMBER_IN KNEZEVIC_JANIS 79.030
MEMBER_IN STANKOVIC_ALBERT 57.798
MEMBER_IN GENOVESE_JASON 23.648
MEMBER_IN RONALDO_MAHMUT 61.555
MEMBER_IN ROCKEFELLER_GLENN 62.306
MEMBER_IN KOWALSKI_ANDREW 54.452
MEMBER_IN GUZMAN_TODD 7.518
MEMBER_IN KAYA_DARLENE 52.401
MEMBER_IN MANE_PAM 98.435
MEMBER_IN KOWALSKI_ANDRES 43.057
MEMBER_IN LUCCHESE_BERT 83.714
MEMBER_IN KOWALSKI_MARTA 39.512
MEMBER_IN TADIC_SAMUEL 64.340
MEMBER_IN KNEZEVIC_KELLEY 31.282
MEMBER_IN KOWALSKI_ANDREA 32.308
MEMBER_IN ELLISON_KRISTY 90.402
MEMBER_IN DEMIREL_EDNA 36.299
MEMBER_IN BONANNO_JUANA 82.816
MEMBER_IN ROTSHCHILD_RENEE 99.066
MEMBER_IN KILIC_FRANKIE 69.613
MEMBER_IN MORGAN_GABRIELA 91.714
MEMBER_IN ZIELINSKI_ROBBIE 61.252
MEMBER_IN ELLISON_KRISTI 4.727
MEMBER_IN RIZZI_CHRISTI 79.617
MEMBER_IN MOEGREENE_RUTH 59.126
MEMBER_IN ELLISON_KRISTA 70.008
MEMBER_IN SZYMANSKI_SOPHIA 41.421
MEMBER_IN CLEMENZA_ANITA 83.329
MEMBER_IN ROTSHCHILD_ADRIENNE 8.648
MEMBER_IN PENTANGELI_EILEEN 69.592
MEMBER_IN TADIC_ROB 36.412
MEMBER_IN SOYLU_PETE 59.748
MEMBER_IN MARKOVIC_JOANNA 15.167
MEMBER_IN NOWAK_DEBRA 9.892
MEMBER_IN MARKOVIC_JOANNE 59.510
MEMBER_IN NIKOLIC_BOB 17.829
MEMBER_IN OZDEMIR_VIOLA 65.737
MEMBER_IN TADIC_ROD 27.796
MEMBER_IN GATES_ARTHUR 62.569
MEMBER_IN ZUCKERBERG_KENDRA 22.845
MEMBER_IN DEMIR_KRIS 71.556
MEMBER_IN GUZMAN_KRISTINA 17.070
MEMBER_IN RIZZI_HEATHER 78.008
MEMBER_IN SZYMCZAK_ELSA 87.316
MEMBER_IN CLEMENZA_WENDY 57.179
MEMBER_IN GOTTI_DIANA 54.470
MEMBER_IN CLEMENZA_MYRTLE 42.428
MEMBER_IN SALAH_BETH 43.573
MEMBER_IN SALAH_FRAN 85.206
MEMBER_IN GOTTI_DIANE 44.306
MEMBER_IN WOJCIK_JEANETTE 87.125
MEMBER_IN MOEGREENE_EDMUND 0.025
MEMBER_IN JESUS_LORETTA 86.703
MEMBER_IN KNEZEVIC_JANET 28.969
MEMBER_IN NOWAK_BERTHA 28.263
MEMBER_IN CUNEO_KELVIN 86.178
MEMBER_IN OZDEMIR_KRISTINA 93.202
MEMBER_IN KNEZEVIC_WHITNEY 57.105
MEMBER_IN ADELSON_KATHRYN 99.258
MEMBER_IN PEKER_SANDRA 72.902
MEMBER_IN RONALDO_KIRK 81.018
MEMBER_IN KNEZEVIC_JANIE 60.556
MEMBER_IN MARIC_TYRONE 23.727
MEMBER_IN JESUS_TINA 47.414
MEMBER_IN MARKOVIC_CLIFTON 96.030
MEMBER_IN OZDEMIR_BUD 84.230
MEMBER_IN TATTAGLIA_MARGIE 6.519
MEMBER_IN YILMAZ_WENDY 12.103
MEMBER_IN MARIC_CRISTINA 33.639
MEMBER_IN MESSI_EDITH 46.912
MEMBER_IN MANCINI_JEFFERY 76.120
MEMBER_IN NEYMAR_JOCELYN 25.390
MEMBER_IN TATTAGLIA_JEANETTE 18.369
MEMBER_IN TERIM_REGINALD 39.965
MEMBER_IN STOJANOVIC_ABIGAIL 48.598
MEMBER_IN BUFFETT_CARROLL 13.201
MEMBER_IN HEISENBERG_ROSEMARIE 39.706
MEMBER_IN ZASA_JENNIE 43.726
MEMBER_IN SALAH_ANDRES 88.299
MEMBER_IN ZIELINSKI_WALLACE 88.374
MEMBER_IN TESSIO_ALEXANDER 42.898
MEMBER_IN AGUERO_STACY 94.501
MEMBER_IN TADIC_RON 71.946
MEMBER_IN SALAH_ANDREW 92.926
MEMBER_IN AGUERO_TOMMY 46.551
MEMBER_IN KAYA_HERMAN 84.091
MEMBER_IN BENZEMA_DAVID 47.900
MEMBER_IN SZYMANSKI_REBEKAH 77.107
MEMBER_IN RONALDO_SANTOS 83.500
MEMBER_IN GOODMAN_RAY 52.247
MEMBER_IN SALAH_ANDREA 8.310
MEMBER_IN KOWALSKI_WILLARD 71.177
MEMBER_IN DEMIR_DELIA 61.969
MEMBER_IN MARIC_KEITH 9.129
MEMBER_IN NIKOLIC_MARIAN 46.082
MEMBER_IN JANKOWSKI_KAREN 63.918
MEMBER_IN ZIELINSKI_JACQUELYN 88.026
MEMBER_IN BUFFETT_ANA 62.909
MEMBER_IN TRAJKOVSKI_MAE 33.706
MEMBER_IN NOWAK_LYNNE 74.512
MEMBER_IN STRACCI_KATHERINE 43.586
MEMBER_IN ESCOBAR_BERTHA 90.215
MEMBER_IN TRAJKOVSKI_MAX 24.929
MEMBER_IN SOPRANO_KYLE 14.493
MEMBER_IN MARIC_STEFANIE 90.216
MEMBER_IN NOWAK_LATOYA 17.663
MEMBER_IN KNEZEVIC_MITCH 48.326
MEMBER_IN CLEMENZA_BRENDA 99.846
MEMBER_IN MOEGREENE_VERONICA 92.975
MEMBER_IN BENZEMA_FAITH 51.370
MEMBER_IN KOWALCZYK_RICKEY 53.689
MEMBER_IN CUNEO_LESTER 41.479
MEMBER_IN KNEZEVIC_BLANCA 89.374
MEMBER_IN MOEGREENE_ALBERT 85.570
MEMBER_IN WHITE_OLIVER 12.177
MEMBER_IN LUCCHESE_FRED 11.987
MEMBER_IN OZDEMIR_JESSIE 59.128
MEMBER_IN MARIC_JACOB 45.126
MEMBER_IN ROTSHCHILD_NICOLAS 40.186
MEMBER_IN ADELSON_SONIA 26.552
MEMBER_IN WOZNIAK_TRINA 86.776
MEMBER_IN KNEZEVIC_MARISA 68.090
MEMBER_IN NIKOLIC_JUANITA 50.130
MEMBER_IN BEZOS_CONNIE 25.561
MEMBER_IN INONU_MITCH 30.402
MEMBER_IN MANCINI_JOHNNY 32.637
MEMBER_IN MARKOVIC_JO 10.768
MEMBER_IN ADELSON_WANDA 3.050
MEMBER_IN MOEGREENE_PEGGY 52.071
MEMBER_IN TESSIO_OLIVER 1.933
MEMBER_IN ADELSON_SONJA 84.453
MEMBER_IN SALAH_BERT 8.283
MEMBER_IN KNEZEVIC_VICTORIA 69.184
MEMBER_IN GOODMAN_ALMA 63.520
MEMBER_IN BONANNO_TAMMY 87.409
MEMBER_IN ERBAKAN_WILL 82.802
MEMBER_IN SOYLU_GRACIELA 68.632
MEMBER_IN CUNEO_VERNON 56.080
MEMBER_IN WHITE_JARED 85.486
MEMBER_IN MESSI_SAMMY 47.143
MEMBER_IN LEWANDOWSKI_DARIN 42.186
MEMBER_IN INONU_GABRIELA 11.785
MEMBER_IN TADIC_ADRIANA 61.483
MEMBER_IN YILMAZ_ALFRED 64.718
MEMBER_IN POYRAZOGLU_DARREN 75.010
MEMBER_IN STOJANOVIC_BETH 27.845
MEMBER_IN STOJANOVIC_FRAN 84.179
MEMBER_IN MOEGREENE_RUBY 66.069
MEMBER_IN KOCAMAN_MURIEL 64.966
MEMBER_IN SALAH_OKAN 84.835
MEMBER_IN STOJANOVIC_JEFFREY 33.857
MEMBER_IN KACZMAREK_JOCELYN 91.016
MEMBER_IN KILIC_ROLAND 17.858
MEMBER_IN TRAJKOVSKI_KAY 89.978
MEMBER_IN WOZNIAK_TINA 17.595
MEMBER_IN MARKOVIC_TODD 2.161
MEMBER_IN WOZNIAK_ROCHELLE 42.192
MEMBER_IN ROSATO_HANNAH 81.389
MEMBER_IN BARZINI_ALBERT 93.188
MEMBER_IN KOWALSKI_ROLAND 45.041
MEMBER_IN JESUS_KATHLEEN 55.202
MEMBER_IN INONU_GWENDOLYN 87.231
MEMBER_IN WOZNIAK_RAQUEL 9.382
MEMBER_IN NOWAK_LUCAS 32.168
MEMBER_IN KNEZEVIC_NICOLAS 88.135
MEMBER_IN FORD_MATT 28.266
MEMBER_IN NIKOLIC_CHRISTINA 28.998
MEMBER_IN MBAPPE_LUCY 39.630
MEMBER_IN WOZNIAK_GLENN 98.220
MEMBER_IN SOPRANO_HILDA 90.796
MEMBER_IN TADIC_STACEY 54.144
MEMBER_IN AGUERO_TONYA 86.040
MEMBER_IN JOBS_JACQUELINE 7.867
MEMBER_IN JANKOWSKI_REGINA 62.347
MEMBER_IN NIKOLIC_CHRISTINE 86.231
MEMBER_IN ROTSHCHILD_OWEN 43.339
MEMBER_IN HEISENBERG_RANDALL 27.686
MEMBER_IN ELLISON_JUSTIN 9.278
MEMBER_IN LUCCHESE_NORMA 55.518
MEMBER_IN LEWANDOWSKI_DARLA 60.903
MEMBER_IN DEMIREL_ALVIN 41.985
MEMBER_IN TADIC_STAN 95.379
MEMBER_IN ROSATO_DELIA 78.874
MEMBER_IN ROTSHCHILD_ELMER 94.856
MEMBER_IN STRACCI_DENNI 88.012
MEMBER_IN STANKOVIC_GUY 94.486
MEMBER_IN DEMIREL_RICK 90.218
MEMBER_IN ROSATO_AARON 53.742
MEMBER_IN POYRAZOGLU_JESSIE 30.055
MEMBER_IN AGUERO_ALICIA 89.706
MEMBER_IN ROTH_MIRIAM 80.410
MEMBER_IN TERIM_LYDIA 91.414
MEMBER_IN SZYMANSKI_CARLOS 18.846
MEMBER_IN GOODMAN_CHUCK 3.637
MEMBER_IN IVANOVIC_SHAWN 78.210
MEMBER_IN SLIM_TREVOR 61.430
MEMBER_IN CLEMENZA_CINDY 73.045
MEMBER_IN ESCOBAR_JOSEPH 62.081
MEMBER_IN STANKOVIC_KENT 87.578
MEMBER_IN BARZINI_ALFRED 68.117
MEMBER_IN TADIC_LORRAINE 74.652
MEMBER_IN TRAJKOVSKI_KEN 55.656
MEMBER_IN NOWAK_ROSEMARIE 24.477
MEMBER_IN KARTAL_DAVE 95.687
MEMBER_IN MESSI_DOROTHY 41.910
MEMBER_IN ERBAKAN_NAOMI 25.785
MEMBER_IN STOJANOVIC_FRED 97.871
MEMBER_IN STANKOVIC_LUCINDA 70.250
MEMBER_IN TRAJKOVSKI_ELIAS 98.139
MEMBER_IN CLEMENZA_CHERYL 86.230
MEMBER_IN SALAH_OLIVER 92.465
MEMBER_IN STANKOVIC_DEBORA 70.558
MEMBER_IN SALAH_OLIVIA 86.422
MEMBER_IN PEKER_JOHNNY 20.294
MEMBER_IN MARIC_JANE 70.911
MEMBER_IN WOZNIAK_MARCOS 4.577
MEMBER_IN CATLI_ESTHER 83.035
MEMBER_IN BARZINI_CORINNE 97.400
MEMBER_IN BONANNO_DIANE 87.325
MEMBER_IN MANCINI_RICKEY 9.662
MEMBER_IN SLIM_DWAYNE 3.519
MEMBER_IN CORLEONE_KRIS 96.394
MEMBER_IN WALTON_RAMON 73.288
MEMBER_IN HEISENBERG_RAFAEL 9.231
MEMBER_IN POYRAZOGLU_RAMON 39.445
MEMBER_IN MORGAN_JULIUS 71.494
MEMBER_IN BEZOS_WILLARD 22.975
MEMBER_IN HEISENBERG_LOREN 61.432
MEMBER_IN STANKOVIC_CURTIS 43.951
MEMBER_IN DEMIREL_LAURA 12.586
MEMBER_IN MORGAN_HILDA 68.761
MEMBER_IN GUZMAN_BETHANY 48.012
MEMBER_IN WOZNIAK_CHRIS 11.870
MEMBER_IN TADIC_STACIE 65.123
MEMBER_IN SLIM_KATHRYN 91.843
MEMBER_IN LEWANDOWSKI_LILLIAN 81.580
MEMBER_IN ERBAKAN_JAKE 96.159
MEMBER_IN BONANNO_DIANA 63.073
MEMBER_IN WOJCIECHOWSKI_CLAUDIA 11.823
MEMBER_IN TATTAGLIA_ANNE 30.904
MEMBER_IN KOVACEVIC_DONNIE 30.615
MEMBER_IN SZYMANSKI_ROMAN 0.981
MEMBER_IN ZUCKERBERG_JOYCE 65.167
MEMBER_IN GOTTI_VELMA 18.197
MEMBER_IN ERDOGAN_HOPE 56.971
MEMBER_IN KWIATKOWSKI_ROSEMARIE 40.566
MEMBER_IN ADELSON_FRANCES 57.570
MEMBER_IN DEMIR_AARON 18.938
MEMBER_IN BENZEMA_LANA 91.086
MEMBER_IN KWIATKOWSKI_MELINDA 23.822
MEMBER_IN SLIM_DENISE 60.628
MEMBER_IN MANCINI_GWENDOLYN 35.990
MEMBER_IN KOCH_DOUG 82.659
MEMBER_IN KOVACEVIC_CASSANDRA 37.801
MEMBER_IN DEMIREL_CLINT 36.675
MEMBER_IN PETROVIC_CHRISTOPHER 85.293
MEMBER_IN NEYMAR_JUANITA 19.552
MEMBER_IN CATLI_TERRANCE 72.290
MEMBER_IN SOYLU_SHERYL 42.825
MEMBER_IN RIZZI_ANDREW 35.850
MEMBER_IN ZUCKERBERG_ELMER 7.094
MEMBER_IN PEKER_BERNARD 28.793
MEMBER_IN POYRAZOGLU_TIFFANY 5.680
MEMBER_IN RONALDO_FELIX 22.136
MEMBER_IN PETROVIC_JEFFERY 46.107
MEMBER_IN ADELSON_KENT 89.329
MEMBER_IN RIZZI_ANDRES 98.624
MEMBER_IN RIZZI_JESSICA 25.727
MEMBER_IN MBAPPE_LUKE 77.980
MEMBER_IN STRACCI_TOMMY 43.997
MEMBER_IN BUFFETT_JOSEPH 37.885
MEMBER_IN RIZZI_ANDREA 68.985
MEMBER_IN KILIC_MARCO 64.274
MEMBER_IN PETROVIC_PABLO 91.106
MEMBER_IN ROTSHCHILD_JOYCE 24.156
MEMBER_IN ERBAKAN_ALBERT 19.375
MEMBER_IN KOCAMAN_STANLEY 93.548
MEMBER_IN MESSI_GORDON 75.471
MEMBER_IN KOWALCZYK_MARIBEL 53.010
MEMBER_IN STRACCI_STACY 5.500
MEMBER_IN DEMIR_DEBORA 13.610
MEMBER_IN ADELSON_KRYSTAL 20.297
MEMBER_IN RONALDO_CHRISTOPHER 86.530
MEMBER_IN BONANNO_JUANITA 53.919
MEMBER_IN MANCINI_TYRONE 61.975
MEMBER_IN ERBAKAN_JANE 90.243
MEMBER_IN COLOMBO_LEIGH 58.102
MEMBER_IN SALAH_WILLIAM 54.952
MEMBER_IN WOJCIECHOWSKI_THERESE 1.263
MEMBER_IN OZDEMIR_DARRYL 54.220
MEMBER_IN GENOVESE_EVAN 11.580
MEMBER_IN MANE_DENA 83.263
MEMBER_IN ERDOGAN_THELMA 32.832
MEMBER_IN SOPRANO_FELIX 11.631
MEMBER_IN SZYMANSKI_SERGIO 69.829
MEMBER_IN MARKOVIC_JOYCE 89.652
MEMBER_IN MOEGREENE_ABEL 25.033
MEMBER_IN PETROVIC_NICOLAS 19.009
MEMBER_IN ADELSON_FRANCIS 5.058
MEMBER_IN NEYMAR_MYRA 66.876
MEMBER_IN KWIATKOWSKI_GABRIEL 37.858
MEMBER_IN GATES_VIOLA 20.610
MEMBER_IN JESUS_BRADLEY 7.255
MEMBER_IN KOWALCZYK_CODY 94.605
MEMBER_IN MOEGREENE_GENEVA 33.026
MEMBER_IN TADIC_OGUZ 63.269
MEMBER_IN RONALDO_HILDA 90.190
MEMBER_IN INONU_SHERRIE 61.992
MEMBER_IN YILMAZ_GENEVA 86.449
MEMBER_IN WHITE_KENDRA 74.843
MEMBER_IN KAMINSKI_MARGARET 0.344
MEMBER_IN KARTAL_REBECCA 22.392
MEMBER_IN KAYA_GERARDO 79.277
MEMBER_IN MESSI_LINDSAY 82.055
MEMBER_IN SOYLU_KENNETH 7.900
MEMBER_IN FORD_LORENA 49.402
MEMBER_IN MANE_ARTURO 97.788
MEMBER_IN KAMINSKI_ELLEN 36.568
MEMBER_IN SZYMCZAK_IAN 34.365
MEMBER_IN WHITE_LEROY 25.414
MEMBER_IN TATTAGLIA_RUBEN 40.487
MEMBER_IN ADELSON_KERI 63.371
MEMBER_IN CLEMENZA_WALLACE 38.300
MEMBER_IN KOWALCZYK_BRETT 86.237
MEMBER_IN DEMIR_SANTOS 96.527
MEMBER_IN TESSIO_BRENDAN 90.594
MEMBER_IN MESSI_GLADYS 4.803
MEMBER_IN GOTTI_TRAVIS 84.874
MEMBER_IN ROTH_JACK 7.593
MEMBER_IN STOJANOVIC_BERT 60.701
MEMBER_IN KAMINSKI_KORAY 81.080
MEMBER_IN GENOVESE_REGINALD 18.964
MEMBER_IN MARKOVIC_ELMER 41.052
MEMBER_IN SOYLU_SHERRY 65.688
MEMBER_IN CUNEO_GENEVIEVE 41.302
MEMBER_IN KAYA_BYRON 45.059
MEMBER_IN TATTAGLIA_ANDY 8.080
MEMBER_IN DEMIR_MARGARITA 53.613
MEMBER_IN KNEZEVIC_STANLEY 21.220
MEMBER_IN GAMBINO_AMBER 25.173
MEMBER_IN TRAJKOVSKI_LANA 0.395
MEMBER_IN GOODMAN_JULIUS 45.613
MEMBER_IN RIZZI_JANETTE 43.800
MEMBER_IN IVANOVIC_EDMUND 63.602
MEMBER_IN ADELSON_GABRIEL 94.488
MEMBER_IN KWIATKOWSKI_MYRA 8.632
MEMBER_IN IVANOVIC_JENNY 82.748
MEMBER_IN SOYLU_SHERRI 73.495
MEMBER_IN OZDEMIR_REBECCA 72.267
MEMBER_IN ADELSON_CLIFTON 64.759
MEMBER_IN GOODMAN_SUE 28.397
MEMBER_IN HEISENBERG_LORNA 90.170
MEMBER_IN ZUCKERBERG_HEATHER 64.294
MEMBER_IN CUNEO_KRISTINA 73.778
MEMBER_IN PENTANGELI_ELIZABETH 45.370
MEMBER_IN DEMIR_WILLIAM 62.339
MEMBER_IN ZASA_CAROLINE 18.832
MEMBER_IN PINKMAN_JACK 15.516
MEMBER_IN IVANOVIC_JENNA 26.262
MEMBER_IN MANE_MABEL 35.288
MEMBER_IN MARKOVIC_TONY 49.537
MEMBER_IN LEWANDOWSKI_IRENE 28.299
MEMBER_IN ZASA_CAROLINA 77.489
MEMBER_IN MBAPPE_LUIS 52.714
MEMBER_IN NIKOLIC_BLANCA 52.354
MEMBER_IN KNEZEVIC_JEFFERY 35.874
MEMBER_IN KOWALCZYK_ROBERT 80.821
MEMBER_IN BONANNO_VELMA 6.761
MEMBER_IN YILMAZ_LYNNE 64.225
MEMBER_IN BONANNO_EDNA 72.807
MEMBER_IN KWIATKOWSKI_CANDICE 47.574
MEMBER_IN MARIC_JACK 92.390
MEMBER_IN BENZEMA_KATRINA 38.037
MEMBER_IN SLIM_MARGARITA 5.799
MEMBER_IN WALTON_SYLVIA 31.663
MEMBER_IN WOZNIAK_JEFFREY 92.053
MEMBER_IN GUZMAN_JULIUS 68.415
MEMBER_IN SOPRANO_KRISTI 9.138
MEMBER_IN TESSIO_MONIQUE 90.876
MEMBER_IN KOVACEVIC_SHEILA 34.663
MEMBER_IN SALAH_ABRAHAM 55.143
MEMBER_IN ROSATO_CESAR 63.095
MEMBER_IN ELLISON_BETSY 51.708
MEMBER_IN RONALDO_SOPHIA 51.720
MEMBER_IN ROTSHCHILD_HEATHER 69.237
MEMBER_IN LUCCHESE_DERRICK 19.093
MEMBER_IN ADELSON_MARGARET 78.961
MEMBER_IN MANE_TIFFANY 28.506
MEMBER_IN SOPRANO_KRISTY 18.210
MEMBER_IN KOCAMAN_MARGARET 18.192
MEMBER_IN TATTAGLIA_SAUL 88.853
MEMBER_IN JANKOWSKI_ABRAHAM 8.091
MEMBER_IN MARKOVIC_GINA 19.962
MEMBER_IN MESSI_LATOYA 33.124
MEMBER_IN KILIC_GABRIELA 78.836
MEMBER_IN GOTTI_SARA 78.291
MEMBER_IN TATTAGLIA_SARA 97.723
MEMBER_IN NOWAK_GLADYS 15.372
MEMBER_IN DEMIREL_BERNADETTE 2.569
MEMBER_IN KILIC_KENDRA 38.317
MEMBER_IN KACZMAREK_MEREDITH 3.326
MEMBER_IN SOPRANO_CARA 39.589
MEMBER_IN MORGAN_JULIAN 25.176
MEMBER_IN ADELSON_JEANETTE 71.151
MEMBER_IN TESSIO_KATHERINE 83.559
MEMBER_IN ROCKEFELLER_LORNA 82.045
MEMBER_IN HEISENBERG_LOIS 21.650
MEMBER_IN ADELSON_BETSY 78.855
MEMBER_IN STRACCI_LORENA 75.491
MEMBER_IN ROCKEFELLER_CASSANDRA 71.170
MEMBER_IN SOPRANO_CARY 61.823
MEMBER_IN MARKOVIC_MICHEAL 29.364
MEMBER_IN DEMIREL_RITA 74.343
MEMBER_IN RIZZI_KRIS 48.211
MEMBER_IN YILMAZ_BRUCE 65.511
MEMBER_IN BEZOS_VANESSA 22.129
MEMBER_IN SZYMANSKI_MAHMUT 68.984
MEMBER_IN DEMIR_MAHMUT 61.274
MEMBER_IN TESSIO_BERNARD 11.428
MEMBER_IN POYRAZOGLU_LUCINDA 5.204
MEMBER_IN MOEGREENE_ABBY 27.331
MEMBER_IN KNEZEVIC_KAGAN 98.369
MEMBER_IN KNEZEVIC_JAMIE 5.065
MEMBER_IN ROCKEFELLER_MOLLY 51.826
MEMBER_IN LEWANDOWSKI_MICHELLE 79.242
MEMBER_IN GENOVESE_TIFFANY 70.730
MEMBER_IN SZYMCZAK_BUDDY 54.650
MEMBER_IN MARIC_BEATRICE 89.261
MEMBER_IN LEWANDOWSKI_CLIFFORD 42.285
MEMBER_IN ERBAKAN_PABLO 25.871
MEMBER_IN NOWAK_ANA 4.713
MEMBER_IN ERBAKAN_CORINNE 24.334
MEMBER_IN SALAH_GEOFFREY 92.706
MEMBER_IN HEISENBERG_LOLA 47.801
MEMBER_IN NOWAK_MARTHA 69.993
MEMBER_IN YILMAZ_DICK 63.424
MEMBER_IN KOCH_MIKE 91.504
MEMBER_IN LUCCHESE_SALLY 0.781
MEMBER_IN ELLISON_ANGELO 90.352
MEMBER_IN WHITE_BLAKE 36.565
MEMBER_IN YILMAZ_DEBRA 99.168
MEMBER_IN GAMBINO_TINA 83.811
MEMBER_IN KOCH_DORA 23.454
MEMBER_IN ERDOGAN_PEGGY 77.075
MEMBER_IN KARTAL_ZACH 50.156
MEMBER_IN NOWAK_DANIELLE 24.602
MEMBER_IN AGUERO_GERALDINE 20.233
MEMBER_IN WOZNIAK_HANNAH 68.589
MEMBER_IN TADIC_WENDY 71.801
MEMBER_IN KOCH_GABRIELA 58.608
MEMBER_IN GENOVESE_MARGUERITE 14.937
MEMBER_IN ERDOGAN_JOSEPHINE 5.648
MEMBER_IN CUNEO_YOUNG 98.857
MEMBER_IN GUZMAN_RENEE 69.676
MEMBER_IN NIKOLIC_GAYLE 23.098
MEMBER_IN MARIC_TERESA 46.482
MEMBER_IN AGUERO_HOPE 99.950
MEMBER_IN STOJANOVIC_DWAYNE 97.510
MEMBER_IN MORGAN_FELIX 95.289
MEMBER_IN HEISENBERG_MOLLY 98.726
MEMBER_IN MESSI_SANDY 98.826
MEMBER_IN IVANOVIC_GILBERT 50.749
MEMBER_IN KAYA_SHARON 47.193
MEMBER_IN POYRAZOGLU_DARRYL 90.462
MEMBER_IN ESCOBAR_JOANN 62.261
MEMBER_IN ROSATO_MARGIE 18.523
MEMBER_IN KAYA_ROBBIE 23.799
MEMBER_IN POYRAZOGLU_MARLENE 54.973
MEMBER_IN JOVANOVIC_VAN 7.854
MEMBER_IN TRAJKOVSKI_PAIGE 16.766
MEMBER_IN MESSI_SANDI 0.401
MEMBER_IN TRAJKOVSKI_YUNUS 66.586
MEMBER_IN MESSI_BRADLEY 66.060
MEMBER_IN ERDOGAN_REGINALD 0.921
MEMBER_IN ROTH_JAKE 80.833
MEMBER_IN ELLISON_SHELIA 32.973
MEMBER_IN CICCI_BRENDA 49.364
MEMBER_IN SOYLU_RAQUEL 21.952
MEMBER_IN TESSIO_MARGARET 98.783
MEMBER_IN ZIELINSKI_WENDELL 47.401
MEMBER_IN LUCCHESE_TERRY 56.061
MEMBER_IN ESCOBAR_LYNETTE 95.367
MEMBER_IN STOJANOVIC_DONNA 68.872
MEMBER_IN SOYLU_KELLEY 6.983
MEMBER_IN BENZEMA_JANICE 23.189
MEMBER_IN NIKOLIC_KELLEY 11.781
MEMBER_IN MARKOVIC_EILEEN 84.385
MEMBER_IN ROCKEFELLER_IRIS 82.429
MEMBER_IN SZYMCZAK_SHELIA 15.010
MEMBER_IN TADIC_ANITA 4.235
MEMBER_IN ROTH_JANE 89.713
MEMBER_IN ZIELINSKI_GWENDOLYN 16.316
MEMBER_IN SZYMCZAK_JEROME 68.279
MEMBER_IN TESSIO_ZACHARY 13.037
MEMBER_IN ZUCKERBERG_CLYDE 78.493
MEMBER_IN GOODMAN_PATTI 32.140
MEMBER_IN NOWAK_GORDON 1.120
MEMBER_IN KOCH_KATHRYN 14.839
MEMBER_IN GOTTI_MARION 96.550
MEMBER_IN ADELSON_JOSEPH 30.592
MEMBER_IN KAMINSKI_CLYDE 67.952
MEMBER_IN MESSI_MARTHA 39.192
MEMBER_IN NOWAK_LUIS 75.450
MEMBER_IN MARIC_JAKE 46.913
MEMBER_IN HEISENBERG_JEREMIAH 28.837
MEMBER_IN GOODMAN_PATTY 23.912
MEMBER_IN GENOVESE_JACKIE 15.699
MEMBER_IN NIKOLIC_JERRY 88.425
MEMBER_IN JOBS_CHRISTINA 73.917
MEMBER_IN ROTH_STANLEY 71.092
MEMBER_IN OZDEMIR_BEVERLY 29.787
MEMBER_IN MBAPPE_STEFANIE 44.754
MEMBER_IN GAMBINO_SIMON 25.112
MEMBER_IN SZYMANSKI_SANTOS 54.060
MEMBER_IN KOCH_MARILYN 73.616
MEMBER_IN PENTANGELI_JOANNA 0.270
MEMBER_IN GUS_LORENA 91.532
MEMBER_IN JOBS_CHRISTINE 14.316
MEMBER_IN MANE_RACHAEL 77.890
MEMBER_IN PENTANGELI_JOANNE 84.249
MEMBER_IN DEMIR_SERGIO 34.323
MEMBER_IN ELLISON_MURIEL 16.554
