OZDEMIR_YUNUSEMRE 51.700
MEMBER_IN POYRAZOGLU_ERICK 67.622
INTEL_DIVIDE
MEMBER_IN GENOVESE_CLIFFORD 97.447
MEMBER_IN KACZMAREK_ABRAHAM 8.605
MEMBER_IN DEMIREL_SEAN 9.776
MEMBER_IN KOCAMAN_ROBERTO 36.337
MEMBER_IN CATLI_CAROLE 47.326
MEMBER_IN ESCOBAR_CODY 51.713
MEMBER_IN FORD_CODY 99.182
MEMBER_IN BUFFETT_JAN 8.914
MEMBER_IN KAMINSKI_STACEY 47.991
MEMBER_IN MARKOVIC_ROBIN 17.572
INTEL_DIVIDE
MEMBER_IN BEZOS_REGINALD 63.655
MEMBER_IN GENOVESE_DENNIS 41.153
MEMBER_IN STRACCI_HILDA 87.800
MEMBER_IN CATLI_DAN 66.522
MEMBER_IN CUNEO_VINCENT 76.272
MEMBER_IN STRACCI_FELIX 76.086
MEMBER_IN MANE_GUY 55.021
MEMBER_IN KOWALCZYK_DON 5.114
MEMBER_IN WHITE_JOSEPH 86.426
MEMBER_IN MANCINI_ABEL 56.777
INTEL_DIVIDE
MEMBER_IN KNEZEVIC_JIMMY 21.075
MEMBER_IN JOVANOVIC_WILLIAM 74.136
MEMBER_IN NIKOLIC_KIRK 47.514
MEMBER_IN FORD_MARISSA 71.532
MEMBER_IN KACZMAREK_GERRY 89.144
MEMBER_IN YILMAZ_CLAYTON 10.731
MEMBER_IN TESSIO_DOMINIC 90.859
MEMBER_IN SOYLU_JANICE 37.745
MEMBER_IN ESCOBAR_ALVIN 80.833
MEMBER_IN KAYA_BONITA 17.462
INTEL_DIVIDE
MEMBER_IN DEMIR_KIRK 67.372
MEMBER_IN OZDEMIR_PABLO 48.789
MEMBER_IN PINKMAN_VIRGINIA 47.794
MEMBER_IN ELLISON_ESTHER 83.834
MEMBER_IN MANE_GLADYS 33.302
MEMBER_IN JOVANOVIC_JEFFERY 21.830
MEMBER_IN MARIC_SHELIA 40.176
MEMBER_IN COLOMBO_ELEANOR 95.032
MEMBER_IN STOJANOVIC_TIFFANY 12.004
MEMBER_IN KOCAMAN_MONICA 71.254
INTEL_DIVIDE
MEMBER_IN MESSI_ELIAS 22.935
MEMBER_IN STANKOVIC_LOREN 15.978
MEMBER_IN SZYMCZAK_KEITH 82.268
MEMBER_IN JANKOWSKI_JOYCE 13.818
MEMBER_IN PEKER_LOREN 87.519
MEMBER_IN KWIATKOWSKI_CLAYTON 13.021
MEMBER_IN BUFFETT_ROSEMARIE 96.712
MEMBER_IN LEWANDOWSKI_VITO 47.164
MEMBER_IN ERBAKAN_FRANCIS 13.214
MEMBER_IN KOVACEVIC_TERRANCE 65.868
INTEL_DIVIDE
MEMBER_IN AGUERO_CAROLINE 64.396
MEMBER_IN ROCKEFELLER_RAMON 73.879
MEMBER_IN KOCH_LORETTA 88.241
MEMBER_IN MESSI_DARREN 96.731
MEMBER_IN LUCCHESE_JEAN 76.118
MEMBER_IN JOVANOVIC_KORAY 32.577
MEMBER_IN AGUERO_CAROLINA 43.666
MEMBER_IN MARKOVIC_EMILY 47.001
MEMBER_IN KAMINSKI_STACIE 73.878
MEMBER_IN ZASA_JESUS 67.894
INTEL_DIVIDE
MEMBER_IN GAMBINO_CHRIS 27.369
MEMBER_IN KACZMAREK_JONATHAN 29.927
MEMBER_IN KOCAMAN_PAULETTE 13.092
MEMBER_IN CUNEO_SALVATORE 72.512
MEMBER_IN ADELSON_GREG 77.410
MEMBER_IN MANE_GORDON 31.575
MEMBER_IN MARKOVIC_BECKY 56.327
MEMBER_IN SLIM_ALVIN 44.252
MEMBER_IN MARIC_WENDELL 7.322
MEMBER_IN PETROVIC_CAROLE 5.437
INTEL_DIVIDE
MEMBER_IN TERIM_DAVE 33.203
MEMBER_IN MANE_KERIM 15.128
MEMBER_IN PINKMAN_KENNY 75.268
MEMBER_IN PETROVIC_GERTRUDE 16.476
MEMBER_IN ROCKEFELLER_ANTHONY 63.375
MEMBER_IN STOJANOVIC_KATIE 49.493
MEMBER_IN CATLI_DOREEN 29.964
MEMBER_IN PEKER_GREGORY 70.582
MEMBER_IN PEKER_DARLENE 11.677
MEMBER_IN MESSI_JOSIE 23.938
INTEL_DIVIDE
MEMBER_IN CUNEO_HEATHER 8.759
MEMBER_IN PEKER_SHELLEY 17.089
MEMBER_IN JESUS_JANIE 53.642
MEMBER_IN CUNEO_IRA 37.867
MEMBER_IN WHITE_BELINDA 27.736
MEMBER_IN ZUCKERBERG_OGUZ 42.082
MEMBER_IN SOPRANO_NATALIE 82.863
MEMBER_IN CATLI_GRETCHEN 46.228
MEMBER_IN JESUS_JANIS 8.675
MEMBER_IN HEISENBERG_VERNA 13.075
INTEL_DIVIDE
MEMBER_IN BONANNO_AMANDA 32.923
MEMBER_IN JOVANOVIC_EVAN 80.550
MEMBER_IN YILMAZ_SILVIA 51.177
MEMBER_IN ELLISON_ZACHARY 44.582
MEMBER_IN TERIM_BERNARD 24.601
MEMBER_IN MESSI_JANE 28.819
MEMBER_IN ZUCKERBERG_STAN 26.477
MEMBER_IN JANKOWSKI_LENA 85.457
MEMBER_IN BONANNO_EMRE 78.883
MEMBER_IN PEKER_GLENN 16.578
INTEL_DIVIDE
MEMBER_IN CORLEONE_KORAY 80.062
MEMBER_IN SOPRANO_JENNIE 62.276
MEMBER_IN ROSATO_BEVERLY 89.708
MEMBER_IN JOBS_TOMAS 80.164
MEMBER_IN CATLI_ANNIE 85.041
MEMBER_IN TESSIO_PAIGE 92.095
MEMBER_IN BEZOS_DAVID 62.387
MEMBER_IN BARZINI_YIGIT 7.295
MEMBER_IN MARIC_JACKIE 36.677
MEMBER_IN ADELSON_JULIO 17.980
INTEL_DIVIDE
MEMBER_IN ROTH_VIOLA 9.855
MEMBER_IN ESCOBAR_LAURA 69.208
MEMBER_IN ESCOBAR_LAWRENCE 10.342
MEMBER_IN BONANNO_JOYCE 9.556
MEMBER_IN KOCH_BRANDI 94.451
MEMBER_IN SOYLU_VERNA 40.451
MEMBER_IN STOJANOVIC_KATHY 34.812
MEMBER_IN KAYA_GRACIELA 4.343
MEMBER_IN SZYMCZAK_JACOB 71.603
MEMBER_IN CICCI_LUCY 14.165
INTEL_DIVIDE
MEMBER_IN STOJANOVIC_DOROTHY 26.052
MEMBER_IN ROTH_STAN 17.821
MEMBER_IN KAYA_MOLLY 62.475
MEMBER_IN GOODMAN_VALERIE 38.988
MEMBER_IN YILMAZ_THERESE 8.006
MEMBER_IN SLIM_MORGAN 67.939
MEMBER_IN MBAPPE_YVONNE 90.644
MEMBER_IN NEYMAR_SAUL 66.639
MEMBER_IN ROTSHCHILD_TABITHA 97.477
MEMBER_IN ZUCKERBERG_DIANE 80.903
INTEL_DIVIDE
MEMBER_IN ELLISON_DORA 81.796
MEMBER_IN ZUCKERBERG_DIANA 29.611
MEMBER_IN JESUS_CODY 64.672
MEMBER_IN LEWANDOWSKI_ROSALIE 34.859
MEMBER_IN ELLISON_MIKE 50.335
MEMBER_IN WOJCIK_DREW 95.712
MEMBER_IN STOJANOVIC_JEAN 73.516
MEMBER_IN NOWAK_BEVERLY 52.198
MEMBER_IN GUS_JULIUS 2.283
MEMBER_IN WALTON_BRUCE 69.261
INTEL_DIVIDE
MEMBER_IN KOWALSKI_BRENDA 35.788
MEMBER_IN KWIATKOWSKI_YOUNG 73.913
MEMBER_IN WOJCIK_GABRIELA 89.035
MEMBER_IN SALAH_CHARLENE 35.231
MEMBER_IN BONANNO_WALLACE 6.968
MEMBER_IN BUFFETT_OKAN 41.359
MEMBER_IN JESUS_SANDRA 51.990
MEMBER_IN BONANNO_MONICA 1.336
MEMBER_IN JESUS_JANET 61.447
MEMBER_IN STOJANOVIC_PEARL 74.859
INTEL_DIVIDE
MEMBER_IN KOCH_SYLVIA 87.852
MEMBER_IN ROTH_OGUZ 64.341
MEMBER_IN STANKOVIC_PAM 54.981
MEMBER_IN KOCAMAN_STEFANIE 72.931
MEMBER_IN WHITE_BERTHA 9.480
MEMBER_IN TESSIO_KENNETH 13.433
MEMBER_IN ERDOGAN_LOUIS 73.849
MEMBER_IN JESUS_MITCH 39.291
MEMBER_IN SALAH_TRINA 92.500
MEMBER_IN TRAJKOVSKI_RAQUEL 73.932
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_MERLE 93.879
MEMBER_IN KACZMAREK_ALICIA 32.192
MEMBER_IN CORLEONE_DENISE 49.391
MEMBER_IN ROTH_CRYSTAL 97.515
MEMBER_IN ROCKEFELLER_EMRE 81.614
MEMBER_IN WALTON_LYNDA 13.909
MEMBER_IN NEYMAR_ANDY 56.478
MEMBER_IN MORGAN_DWAYNE 5.275
MEMBER_IN JOBS_GRANT 70.284
MEMBER_IN ZIELINSKI_TRINA 42.539
INTEL_DIVIDE
MEMBER_IN ERBAKAN_EILEEN 39.092
MEMBER_IN KOVACEVIC_EVAN 23.047
MEMBER_IN ELLISON_DOUG 33.305
MEMBER_IN KOCAMAN_CAMERON 6.503
MEMBER_IN GAMBINO_GERALD 52.995
MEMBER_IN KNEZEVIC_DREW 67.343
MEMBER_IN COLOMBO_MADELINE 51.104
MEMBER_IN JOVANOVIC_WILL 81.210
MEMBER_IN MANE_ISRAEL 14.077
MEMBER_IN MANE_KERRI 27.787
INTEL_DIVIDE
MEMBER_IN WHITE_GERALDINE 21.206
MEMBER_IN GENOVESE_OKAN 83.530
MEMBER_IN KILIC_ANNE 28.115
MEMBER_IN BARZINI_SIDNEY 0.977
MEMBER_IN PEKER_BILL 34.413
MEMBER_IN JOBS_CHARLENE 36.018
MEMBER_IN SZYMCZAK_BONITA 61.008
MEMBER_IN WALTON_DEBRA 98.887
MEMBER_IN MESSI_JACK 1.258
MEMBER_IN WHITE_OWEN 82.484
INTEL_DIVIDE
MEMBER_IN JOVANOVIC_VERONICA 94.749
MEMBER_IN DEMIREL_JAYNE 17.666
MEMBER_IN JOVANOVIC_THELMA 3.251
MEMBER_IN BUFFETT_IRA 28.305
MEMBER_IN PEKER_SUZANNE 4.128
MEMBER_IN MESSI_MAYRA 73.481
MEMBER_IN BEZOS_LORETTA 9.576
MEMBER_IN NEYMAR_SARA 77.380
MEMBER_IN STANKOVIC_VICKI 87.259
MEMBER_IN WOJCIK_VELI 1.683
INTEL_DIVIDE
MEMBER_IN KNEZEVIC_VELI 87.426
MEMBER_IN ERBAKAN_PEGGY 46.842
MEMBER_IN LUCCHESE_ROSIE 80.677
MEMBER_IN WOZNIAK_ISRAEL 76.423
MEMBER_IN SLIM_LAURA 51.372
MEMBER_IN MOEGREENE_NATHAN 58.389
MEMBER_IN LUCCHESE_ERICK 78.983
MEMBER_IN KOWALCZYK_BRENDA 50.693
MEMBER_IN AGUERO_ARTHUR 66.941
MEMBER_IN BONANNO_ELMER 35.829
INTEL_DIVIDE
MEMBER_IN CICCI_LUKE 76.960
MEMBER_IN ROTSHCHILD_HOLLY 98.570
MEMBER_IN GUZMAN_ROBBIE 17.038
MEMBER_IN PETROVIC_REGINA 34.491
MEMBER_IN NOWAK_ANGEL 58.179
MEMBER_IN WOJCIECHOWSKI_DARIN 66.252
MEMBER_IN TESSIO_YUNUS 45.323
MEMBER_IN MESSI_SYLVIA 35.577
MEMBER_IN SLIM_EVELYN 51.986
MEMBER_IN BONANNO_SERGIO 49.584
INTEL_DIVIDE
MEMBER_IN JESUS_PHILIP 7.418
MEMBER_IN COLOMBO_TYLER 65.504
MEMBER_IN SALAH_JEFFERY 24.378
MEMBER_IN GUS_JOEL 42.492
MEMBER_IN ROTH_CHERYL 97.244
MEMBER_IN KACZMAREK_RANDOLPH 79.308
MEMBER_IN MESSI_BRANDY 37.758
MEMBER_IN PINKMAN_MINDY 92.437
MEMBER_IN INONU_HOPE 91.175
MEMBER_IN DEMIR_LYNDA 21.889
INTEL_DIVIDE
MEMBER_IN MORGAN_SHARON 32.209
MEMBER_IN WALTON_LYNNE 93.661
MEMBER_IN RONALDO_GUADALUPE 55.791
MEMBER_IN GUS_JODI 15.713
MEMBER_IN MESSI_DARRYL 86.230
MEMBER_IN KNEZEVIC_MYRTLE 57.721
MEMBER_IN KARTAL_NATALIE 41.282
MEMBER_IN MESSI_BRANDI 97.736
MEMBER_IN GUS_JODY 85.824
MEMBER_IN GUZMAN_BRET 59.427
INTEL_DIVIDE
MEMBER_IN CORLEONE_KIRK 56.131
MEMBER_IN KAYA_LORNA 62.654
MEMBER_IN NIKOLIC_DERRICK 14.651
MEMBER_IN ROCKEFELLER_TRUDY 94.713
MEMBER_IN ERDOGAN_PATTY 96.017
MEMBER_IN KARTAL_TOMAS 11.088
MEMBER_IN HEISENBERG_JULIUS 84.445
MEMBER_IN BARZINI_TAMMY 18.646
MEMBER_IN ROTSHCHILD_KAREN 16.545
MEMBER_IN TATTAGLIA_DONNIE 13.585
INTEL_DIVIDE
MEMBER_IN INONU_SABRINA 89.028
MEMBER_IN ROTH_BRENDA 29.796
MEMBER_IN GOTTI_HAROLD 72.337
MEMBER_IN YILMAZ_ELIZABETH 51.627
MEMBER_IN KAMINSKI_CRYSTAL 37.872
MEMBER_IN CICCI_LUIS 18.289
MEMBER_IN KAMINSKI_NAOMI 3.742
MEMBER_IN DEMIR_MARISSA 11.566
MEMBER_IN WOJCIECHOWSKI_DARLA 51.757
MEMBER_IN TADIC_DEVIN 42.159
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_BEATRICE 36.129
MEMBER_IN ELLISON_MARGARET 71.459
MEMBER_IN YILMAZ_STANLEY 21.439
MEMBER_IN CLEMENZA_CLIFFORD 60.453
MEMBER_IN KOCH_SUE 88.228
MEMBER_IN WHITE_GRETCHEN 10.193
MEMBER_IN JANKOWSKI_LEAH 19.087
MEMBER_IN JANKOWSKI_CLYDE 93.164
MEMBER_IN SOPRANO_GERARDO 50.045
MEMBER_IN MORGAN_VERNON 25.945
INTEL_DIVIDE
MEMBER_IN ADELSON_JENNIFER 87.310
MEMBER_IN PETROVIC_JANICE 97.711
MEMBER_IN MESSI_JAKE 63.043
MEMBER_IN ROCKEFELLER_ISRAEL 13.969
MEMBER_IN CUNEO_JAN 87.785
MEMBER_IN STOJANOVIC_LANCE 60.922
MEMBER_IN BUFFETT_BRYAN 18.987
MEMBER_IN JOBS_OKAN 32.135
MEMBER_IN SALAH_VICKI 76.736
MEMBER_IN ZIELINSKI_VICKI 62.364
INTEL_DIVIDE
MEMBER_IN PEKER_CHRIS 48.711
MEMBER_IN MARKOVIC_MALCOLM 34.352
MEMBER_IN NIKOLIC_EDUARDO 2.838
MEMBER_IN DEMIREL_MEGHAN 71.378
MEMBER_IN MBAPPE_VITO 47.790
MEMBER_IN KILIC_VALERIE 59.475
MEMBER_IN BEZOS_RAFAEL 25.181
MEMBER_IN TRAJKOVSKI_SHERYL 2.352
MEMBER_IN JOVANOVIC_SABRINA 35.460
MEMBER_IN GUZMAN_BRAD 70.705
INTEL_DIVIDE
MEMBER_IN JANKOWSKI_KRISTIN 54.800
MEMBER_IN MARKOVIC_BRIAN 27.729
MEMBER_IN NIKOLIC_DARLA 64.142
MEMBER_IN ELLISON_TONYA 43.266
MEMBER_IN CORLEONE_CLYDE 58.631
MEMBER_IN ERDOGAN_DERRICK 56.872
MEMBER_IN TRAJKOVSKI_MABEL 28.066
MEMBER_IN CUNEO_JAY 56.237
MEMBER_IN KOWALSKI_JILL 32.029
MEMBER_IN WALTON_ANNIE 68.667
INTEL_DIVIDE
MEMBER_IN AGUERO_ELEANOR 99.469
MEMBER_IN BARZINI_GENEVA 17.386
MEMBER_IN PEKER_OLIVIA 96.891
MEMBER_IN MORGAN_DENA 20.556
MEMBER_IN ROTH_TRUDY 78.379
MEMBER_IN YILMAZ_VICTORIA 1.896
MEMBER_IN STANKOVIC_RAMONA 71.307
MEMBER_IN JOVANOVIC_NOEL 11.059
MEMBER_IN YILMAZ_LYNN 11.781
MEMBER_IN SLIM_HOWARD 51.179
INTEL_DIVIDE
MEMBER_IN FORD_ANA 61.005
MEMBER_IN ZUCKERBERG_VELMA 18.406
MEMBER_IN KILIC_IGNACIO 22.645
MEMBER_IN ERDOGAN_KELVIN 96.030
MEMBER_IN PEKER_OLIVER 75.128
MEMBER_IN GENOVESE_PEARL 76.336
MEMBER_IN ZASA_KATHERINE 35.574
MEMBER_IN ERDOGAN_PATTI 11.245
MEMBER_IN ERDOGAN_CHUCK 17.796
MEMBER_IN CUNEO_JEN 88.820
INTEL_DIVIDE
MEMBER_IN GATES_VELMA 74.964
MEMBER_IN CORLEONE_ROSALIE 58.981
MEMBER_IN SZYMANSKI_TRISHA 97.981
MEMBER_IN ROCKEFELLER_VINCE 95.997
MEMBER_IN STANKOVIC_SEAN 81.867
MEMBER_IN BARZINI_JUANA 98.219
MEMBER_IN TATTAGLIA_BENJAMIN 94.312
MEMBER_IN ZASA_CHRISTOPHER 21.739
MEMBER_IN KILIC_JEANETTE 80.142
MEMBER_IN NIKOLIC_SHEILA 20.235
INTEL_DIVIDE
MEMBER_IN KOCH_CHERI 86.990
MEMBER_IN GAMBINO_TRINA 25.773
MEMBER_IN BONANNO_MICHELLE 43.965
MEMBER_IN KOWALSKI_NELSON 42.912
MEMBER_IN RONALDO_KRISTINA 7.354
MEMBER_IN WOJCIECHOWSKI_IRENE 79.400
MEMBER_IN CATLI_SANTIAGO 54.704
MEMBER_IN SALAH_EVAN 72.284
MEMBER_IN NIKOLIC_ARNOLD 6.989
MEMBER_IN MBAPPE_GABRIEL 4.238
INTEL_DIVIDE
MEMBER_IN ROTH_VERONICA 82.375
MEMBER_IN INONU_LAWRENCE 37.595
MEMBER_IN NEYMAR_CASSIE 50.402
MEMBER_IN INONU_JOANNE 70.691
MEMBER_IN LUCCHESE_ALAN 46.222
MEMBER_IN TATTAGLIA_BRENDAN 2.212
MEMBER_IN LEWANDOWSKI_LUCINDA 6.351
MEMBER_IN INONU_JOANNA 41.120
MEMBER_IN TATTAGLIA_MYRA 39.547
MEMBER_IN ERBAKAN_ANTONIO 94.211
INTEL_DIVIDE
MEMBER_IN KOCH_KENDRA 19.362
MEMBER_IN GOTTI_SHELLEY 54.899
MEMBER_IN NOWAK_CINDY 49.995
MEMBER_IN YILMAZ_LYLE 80.412
MEMBER_IN ERBAKAN_ANTONIA 94.464
MEMBER_IN MANCINI_RUTH 60.043
MEMBER_IN KILIC_WES 17.045
MEMBER_IN JOBS_VINCENT 6.726
MEMBER_IN NIKOLIC_ORLANDO 62.574
MEMBER_IN MARKOVIC_JUANA 59.046
INTEL_DIVIDE
MEMBER_IN GAMBINO_PAULETTE 4.911
MEMBER_IN RONALDO_WENDELL 39.097
MEMBER_IN JOBS_GEOFFREY 62.736
MEMBER_IN SZYMANSKI_ABRAHAM 10.759
MEMBER_IN MANCINI_RUSS 98.507
MEMBER_IN TATTAGLIA_MELINDA 77.058
MEMBER_IN ZUCKERBERG_GERTRUDE 31.257
MEMBER_IN TERIM_JULIO 58.337
MEMBER_IN NOWAK_VERNA 44.425
MEMBER_IN KOCH_ELENA 9.811
INTEL_DIVIDE
MEMBER_IN CICCI_LUPE 56.852
MEMBER_IN STOJANOVIC_MIRIAM 83.378
MEMBER_IN MANE_NIKKI 77.061
MEMBER_IN MARIC_TERRANCE 42.251
MEMBER_IN MOEGREENE_IRIS 46.099
MEMBER_IN GUZMAN_TERI 85.531
MEMBER_IN DEMIREL_RICKY 5.166
MEMBER_IN OZDEMIR_KENDRA 99.209
MEMBER_IN JANKOWSKI_EVERETT 85.959
MEMBER_IN BENZEMA_SONYA 88.551
INTEL_DIVIDE
MEMBER_IN ESCOBAR_RODNEY 15.774
MEMBER_IN SZYMANSKI_JACK 60.649
MEMBER_IN ROTSHCHILD_BRANDY 22.026
MEMBER_IN LUCCHESE_ALMA 1.057
MEMBER_IN KAYA_GREG 36.569
MEMBER_IN KARTAL_STACY 25.119
MEMBER_IN PINKMAN_OGUZ 60.779
MEMBER_IN HEISENBERG_CLAYTON 74.293
MEMBER_IN BUFFETT_CAROLE 86.543
MEMBER_IN NIKOLIC_IRENE 55.844
INTEL_DIVIDE
MEMBER_IN GUZMAN_JORGE 85.395
MEMBER_IN CLEMENZA_MIRIAM 71.272
MEMBER_IN ZASA_MINDY 41.572
MEMBER_IN BUFFETT_IAN 81.888
MEMBER_IN NIKOLIC_CARRIE 82.413
MEMBER_IN KARTAL_TOMMY 90.077
MEMBER_IN PETROVIC_VIOLA 4.123
MEMBER_IN POYRAZOGLU_BETSY 9.161
MEMBER_IN SALAH_JEANETTE 67.048
MEMBER_IN ERDOGAN_NORMAN 96.222
INTEL_DIVIDE
MEMBER_IN ESCOBAR_CORINNE 35.182
MEMBER_IN COLOMBO_DOUG 62.876
MEMBER_IN KACZMAREK_VERONICA 54.758
MEMBER_IN IVANOVIC_KRYSTAL 13.448
MEMBER_IN NOWAK_VITO 55.511
MEMBER_IN DEMIR_DEBRA 80.742
MEMBER_IN BEZOS_FAITH 58.463
MEMBER_IN ROCKEFELLER_ABBY 8.269
MEMBER_IN FORD_THELMA 58.212
MEMBER_IN RIZZI_CLIFFORD 67.438
INTEL_DIVIDE
MEMBER_IN BONANNO_CLYDE 37.460
MEMBER_IN WOJCIECHOWSKI_JEROME 77.109
MEMBER_IN TERIM_ZACHARY 30.826
MEMBER_IN TATTAGLIA_GERALDINE 27.726
MEMBER_IN YILMAZ_JOANNA 85.692
MEMBER_IN ROCKEFELLER_CASSIE 13.529
MEMBER_IN YILMAZ_JOANNE 9.903
MEMBER_IN MORGAN_ROBBIE 99.535
MEMBER_IN KARTAL_BEVERLY 72.835
MEMBER_IN MANE_PHILLIP 20.667
INTEL_DIVIDE
MEMBER_IN ZASA_NADINE 86.323
MEMBER_IN KAYA_CLIFTON 19.494
MEMBER_IN MARIC_BYRON 81.597
MEMBER_IN ROCKEFELLER_ABEL 25.620
MEMBER_IN ZUCKERBERG_JONATHAN 50.165
MEMBER_IN TATTAGLIA_CLAYTON 30.078
MEMBER_IN ROTSHCHILD_BRANDI 74.886
MEMBER_IN JANKOWSKI_JENNIFER 0.118
MEMBER_IN ADELSON_FRANKIE 62.877
MEMBER_IN PINKMAN_STAN 39.978
INTEL_DIVIDE
MEMBER_IN MARKOVIC_GALE 32.001
MEMBER_IN ERDOGAN_ZACHARY 91.245
MEMBER_IN GUZMAN_CAROLINE 74.446
MEMBER_IN GOTTI_VIOLA 55.382
MEMBER_IN KNEZEVIC_GERRY 25.778
MEMBER_IN ERDOGAN_FRANCINE 32.128
MEMBER_IN KOCH_BRANDY 64.542
MEMBER_IN MESSI_TIMOTHY 19.945
MEMBER_IN MANE_KEREM 79.714
MEMBER_IN SOYLU_ANGEL 70.052
INTEL_DIVIDE
MEMBER_IN GUZMAN_CAROLYN 81.342
MEMBER_IN PINKMAN_MORRIS 65.715
MEMBER_IN ROSATO_JESSIE 29.821
MEMBER_IN KILIC_LAWRENCE 51.111
MEMBER_IN DEMIR_LYNNE 87.812
MEMBER_IN KOVACEVIC_WILL 43.348
MEMBER_IN MBAPPE_RODERICK 38.673
MEMBER_IN ROSATO_ROLANDO 57.626
MEMBER_IN STRACCI_CHRISTINA 90.240
MEMBER_IN STRACCI_CHRISTINE 21.295
INTEL_DIVIDE
MEMBER_IN KACZMAREK_VINCENT 3.212
MEMBER_IN BUFFETT_THELMA 59.535
MEMBER_IN CUNEO_JOE 78.700
MEMBER_IN MORGAN_DEAN 95.137
MEMBER_IN BONANNO_SANTOS 70.442
MEMBER_IN GATES_CLIFFORD 59.087
MEMBER_IN NEYMAR_SILVIA 3.415
MEMBER_IN GUZMAN_CAROLINA 31.558
MEMBER_IN NIKOLIC_DARIN 61.361
MEMBER_IN ROTSHCHILD_KENDRA 72.071
INTEL_DIVIDE
MEMBER_IN SLIM_CLINT 61.605
MEMBER_IN MOEGREENE_DOROTHY 0.050
MEMBER_IN JESUS_GENEVIEVE 21.070
MEMBER_IN TESSIO_SAMUEL 21.873
MEMBER_IN ELLISON_KATHLEEN 93.009
MEMBER_IN KOWALSKI_DANIELLE 61.617
MEMBER_IN GOODMAN_PEGGY 35.756
MEMBER_IN CORLEONE_ELLEN 52.347
MEMBER_IN RIZZI_KIRK 43.452
MEMBER_IN ERBAKAN_SILVIA 28.780
INTEL_DIVIDE
MEMBER_IN COLOMBO_RODERICK 44.571
MEMBER_IN GOTTI_LUTHER 69.101
MEMBER_IN GAMBINO_VICKI 79.481
MEMBER_IN NEYMAR_MORGAN 31.014
MEMBER_IN MARKOVIC_TAMMY 60.426
MEMBER_IN PINKMAN_EDMUND 23.322
MEMBER_IN KWIATKOWSKI_CANDACE 2.774
MEMBER_IN DEMIREL_MERLE 60.717
MEMBER_IN ZASA_KENNY 72.345
MEMBER_IN CLEMENZA_KRISTIN 1.112
INTEL_DIVIDE
MEMBER_IN IVANOVIC_MINNIE 67.695
MEMBER_IN AGUERO_BRIAN 51.651
MEMBER_IN PENTANGELI_ANNETTE 76.465
MEMBER_IN YILMAZ_JEFFERY 52.613
MEMBER_IN AGUERO_YIGIT 44.950
MEMBER_IN MOEGREENE_CAROLE 53.396
MEMBER_IN TERIM_ZACH 2.238
MEMBER_IN ERDOGAN_SHELLEY 23.862
MEMBER_IN JOVANOVIC_RANDOLPH 52.516
MEMBER_IN NIKOLIC_ISMAIL 48.175
INTEL_DIVIDE
MEMBER_IN KACZMAREK_SALVATORE 50.929
MEMBER_IN AGUERO_MIKE 25.306
MEMBER_IN AGUERO_DORA 96.944
MEMBER_IN BUFFETT_MAX 50.867
MEMBER_IN NIKOLIC_OWEN 67.638
MEMBER_IN ROTH_MONIQUE 19.134
MEMBER_IN MANCINI_ELSA 32.952
MEMBER_IN GUS_CHUCK 79.189
MEMBER_IN WOZNIAK_BOB 80.237
MEMBER_IN ERBAKAN_ALEXIS 87.479
INTEL_DIVIDE
MEMBER_IN KOCH_LAWRENCE 19.630
MEMBER_IN BUFFETT_MAE 81.254
MEMBER_IN CORLEONE_OWEN 59.919
MEMBER_IN BARZINI_DEBBIE 92.230
MEMBER_IN KILIC_PAULA 3.737
MEMBER_IN OZDEMIR_HEATHER 43.027
MEMBER_IN CLEMENZA_REBECCA 17.259
MEMBER_IN MESSI_JORGE 44.603
MEMBER_IN GENOVESE_WILLARD 21.596
MEMBER_IN IVANOVIC_ESTHER 8.362
INTEL_DIVIDE
MEMBER_IN ERDOGAN_EVERETT 66.045
MEMBER_IN ROTSHCHILD_JODI 19.649
MEMBER_IN JOBS_FRED 57.913
MEMBER_IN TESSIO_SUZANNE 1.150
MEMBER_IN ELLISON_MELODY 21.551
MEMBER_IN KACZMAREK_ROXANNE 47.672
MEMBER_IN INONU_DENISE 66.276
MEMBER_IN SLIM_BRADLEY 64.678
MEMBER_IN MANE_JEN 35.415
MEMBER_IN PENTANGELI_MORGAN 69.478
INTEL_DIVIDE
MEMBER_IN KARTAL_JANELLE 43.802
MEMBER_IN MANE_JAN 32.084
MEMBER_IN GENOVESE_ALEXANDER 49.290
MEMBER_IN GENOVESE_BYRON 15.859
MEMBER_IN PETROVIC_HERBERT 35.942
MEMBER_IN CATLI_BUD 69.096
MEMBER_IN GENOVESE_STAN 15.021
MEMBER_IN KOWALSKI_LAUREN 71.162
MEMBER_IN JESUS_KRISTIN 63.887
MEMBER_IN KOWALSKI_LAUREL 16.308
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_JOEL 41.535
MEMBER_IN MANE_JAY 22.062
MEMBER_IN WOZNIAK_BYRON 10.011
MEMBER_IN PEKER_PATTY 3.941
MEMBER_IN MARKOVIC_KIRK 74.854
MEMBER_IN BUFFETT_FRED 37.080
MEMBER_IN NIKOLIC_TREVOR 79.962
MEMBER_IN SOYLU_CINDY 90.073
MEMBER_IN KARTAL_STACEY 7.990
MEMBER_IN SZYMCZAK_MIKE 32.754
