KILIC_EMRE 64.762
MEMBER_IN DEMIREL_KEREM 98.618
MEMBER_IN MORGAN_ALYSSA 96.768
MEMBER_IN LEWANDOWSKI_SANDY 37.705
MEMBER_IN ROCKEFELLER_LEIGH 73.132
MEMBER_IN GATES_JASON 33.064
MEMBER_IN JESUS_WILMA 72.461
MEMBER_IN WALTON_ARTHUR 74.631
MEMBER_IN RONALDO_GLADYS 12.909
MEMBER_IN STOJANOVIC_ALEXANDER 13.702
MEMBER_IN ROTH_RENEE 22.746
MEMBER_IN ROTSHCHILD_ELLA 62.305
MEMBER_IN WOZNIAK_EMILY 8.648
MEMBER_IN STRACCI_DAVID 29.544
MEMBER_IN ADELSON_WILL 70.165
MEMBER_IN MBAPPE_CANDICE 41.579
MEMBER_IN WOZNIAK_MATT 34.531
MEMBER_IN KOWALSKI_MOHAMMAD 97.810
MEMBER_IN KWIATKOWSKI_BERT 13.338
MEMBER_IN KOCAMAN_ANITA 65.235
MEMBER_IN ZIELINSKI_DEBORA 16.340
MEMBER_IN KAMINSKI_ANTONIO 65.660
MEMBER_IN WOZNIAK_BECKY 15.224
MEMBER_IN GOTTI_CARY 25.231
MEMBER_IN MOEGREENE_LEANNE 64.999
MEMBER_IN JOVANOVIC_VALERIE 64.386
MEMBER_IN CATLI_KADIR 63.827
MEMBER_IN WALTON_CHARLIE 37.711
MEMBER_IN JOBS_LOLA 13.760
MEMBER_IN GUS_ALYSSA 6.939
MEMBER_IN ZASA_APRIL 49.828
MEMBER_IN KAMINSKI_ANTONIA 27.137
MEMBER_IN ROTSHCHILD_ROBERTO 57.533
MEMBER_IN MBAPPE_IRA 50.564
MEMBER_IN CATLI_RUSS 10.146
MEMBER_IN KOWALCZYK_OLIVIA 82.582
MEMBER_IN JANKOWSKI_GORDON 55.907
MEMBER_IN KAYA_KRISTI 76.981
MEMBER_IN MARIC_NAOMI 41.862
MEMBER_IN JESUS_SALLY 68.226
MEMBER_IN WHITE_LYLE 63.755
MEMBER_IN YILMAZ_LEANNE 18.684
MEMBER_IN SALAH_NORMAN 70.740
MEMBER_IN KOWALSKI_APRIL 19.813
MEMBER_IN YILMAZ_ELMER 36.895
MEMBER_IN KAYA_KRISTY 75.265
MEMBER_IN KOWALSKI_GRETCHEN 63.463
MEMBER_IN JANKOWSKI_LUPE 11.666
MEMBER_IN RONALDO_MILTON 12.079
MEMBER_IN CLEMENZA_STACEY 1.508
MEMBER_IN PEKER_DENISE 94.961
MEMBER_IN RIZZI_MARIA 65.764
MEMBER_IN ROTSHCHILD_CHARLOTTE 0.829
MEMBER_IN RIZZI_MARIE 3.497
MEMBER_IN ROTSHCHILD_NELLIE 24.698
MEMBER_IN BONANNO_ERICK 98.622
MEMBER_IN AGUERO_JACQUELINE 98.216
MEMBER_IN KAYA_VIOLA 43.464
MEMBER_IN STANKOVIC_JACK 43.520
MEMBER_IN ROCKEFELLER_MARGUERITE 81.529
MEMBER_IN ROCKEFELLER_KELLI 15.470
MEMBER_IN GUS_VITOR 93.298
MEMBER_IN GOODMAN_VICTORIA 13.736
MEMBER_IN ERDOGAN_JAKE 49.080
MEMBER_IN ESCOBAR_LOUIS 90.095
MEMBER_IN ERBAKAN_BEATRICE 38.233
MEMBER_IN TATTAGLIA_KEN 50.215
MEMBER_IN CATLI_AUDREY 65.987
MEMBER_IN SZYMANSKI_KEITH 56.482
MEMBER_IN BUFFETT_GERARDO 54.092
MEMBER_IN RIZZI_MARIO 47.803
MEMBER_IN KOWALCZYK_OLIVER 68.771
MEMBER_IN TATTAGLIA_MORGAN 95.797
MEMBER_IN TESSIO_RICKY 63.900
MEMBER_IN BARZINI_FRANCES 16.946
MEMBER_IN NOWAK_ELSA 4.162
MEMBER_IN ROCKEFELLER_KELLY 29.404
MEMBER_IN CLEMENZA_BERT 46.068
MEMBER_IN POYRAZOGLU_LIZ 93.261
MEMBER_IN PENTANGELI_LUKE 87.002
MEMBER_IN SZYMANSKI_JACOB 49.912
MEMBER_IN GAMBINO_BUD 91.690
MEMBER_IN POYRAZOGLU_SUZANNE 6.893
MEMBER_IN MARKOVIC_LYNN 68.726
MEMBER_IN BENZEMA_ISRAEL 89.054
MEMBER_IN PINKMAN_KAREN 44.526
MEMBER_IN GOTTI_CARA 24.636
MEMBER_IN MANCINI_FREDDIE 80.492
MEMBER_IN KNEZEVIC_MARISSA 18.972
MEMBER_IN BUFFETT_SOPHIA 59.261
MEMBER_IN ERBAKAN_JUSTIN 64.137
MEMBER_IN WHITE_LYNN 89.196
MEMBER_IN BONANNO_CHARLOTTE 49.649
MEMBER_IN ROTH_LINDSAY 2.800
MEMBER_IN CLEMENZA_BETH 76.204
MEMBER_IN SLIM_ELMER 8.250
MEMBER_IN BEZOS_MOHAMMAD 61.523
MEMBER_IN POYRAZOGLU_JONATHAN 57.374
MEMBER_IN ERDOGAN_RAMONA 71.118
MEMBER_IN JOBS_LOIS 57.867
MEMBER_IN RIZZI_MARCO 71.837
MEMBER_IN PENTANGELI_LUIS 32.915
MEMBER_IN CLEMENZA_GERRY 1.248
MEMBER_IN LUCCHESE_MARCELLA 12.643
MEMBER_IN CLEMENZA_FRAN 14.981
MEMBER_IN JANKOWSKI_LUKE 62.918
MEMBER_IN STANKOVIC_JAKE 11.177
MEMBER_IN CORLEONE_HOLLY 75.390
MEMBER_IN CLEMENZA_STACIE 16.198
MEMBER_IN GOTTI_JEFFREY 65.264
MEMBER_IN CORLEONE_MERLE 88.815
MEMBER_IN STOJANOVIC_STEFANIE 83.682
MEMBER_IN ROTSHCHILD_WENDY 92.258
MEMBER_IN ZIELINSKI_CAROLE 52.550
MEMBER_IN NIKOLIC_JESSICA 7.418
MEMBER_IN KOCAMAN_RODERICK 59.386
MEMBER_IN OZDEMIR_DONNIE 26.796
MEMBER_IN ZASA_ROSE 30.099
MEMBER_IN KAYA_LEANNE 93.178
MEMBER_IN MBAPPE_DARLA 65.298
MEMBER_IN ESCOBAR_ISMAIL 83.689
MEMBER_IN COLOMBO_DOMINIC 57.076
MEMBER_IN WOJCIECHOWSKI_MARTA 36.292
MEMBER_IN BUFFETT_CHARLES 58.486
MEMBER_IN KWIATKOWSKI_FRAN 33.255
MEMBER_IN JESUS_TERRY 60.487
MEMBER_IN KAMINSKI_BERTHA 85.100
MEMBER_IN SLIM_BOB 84.843
MEMBER_IN MBAPPE_DARIN 4.726
MEMBER_IN WOZNIAK_MARK 39.207
MEMBER_IN BONANNO_SONYA 65.746
MEMBER_IN TESSIO_CAROLE 73.363
MEMBER_IN TATTAGLIA_KAY 51.283
MEMBER_IN CATLI_EDMUND 39.443
MEMBER_IN SZYMCZAK_AMANDA 23.878
MEMBER_IN KWIATKOWSKI_BETH 83.103
MEMBER_IN JANKOWSKI_LUIS 64.863
MEMBER_IN WOZNIAK_MARY 34.992
MEMBER_IN KAYA_KRISTA 79.945
MEMBER_IN SOYLU_GUADALUPE 3.067
MEMBER_IN TADIC_ALAN 56.865
MEMBER_IN MANE_STACIE 96.767
MEMBER_IN OZDEMIR_JANELLE 41.354
MEMBER_IN DEMIR_KADIR 33.761
MEMBER_IN NEYMAR_BETHANY 21.346
MEMBER_IN ADELSON_TYLER 44.988
MEMBER_IN ZIELINSKI_VELI 29.706
MEMBER_IN IVANOVIC_MARTA 87.790
MEMBER_IN GUZMAN_GEOFFREY 64.402
MEMBER_IN ERBAKAN_JARED 25.528
MEMBER_IN ROTSHCHILD_ELSA 86.423
MEMBER_IN KACZMAREK_KEREM 68.655
MEMBER_IN SOYLU_MICHELE 95.739
MEMBER_IN YILMAZ_JOYCE 83.749
MEMBER_IN BENZEMA_KERRI 44.426
MEMBER_IN ERDOGAN_JANE 84.001
MEMBER_IN OZDEMIR_FRANCISCA 99.800
MEMBER_IN KOCAMAN_ABEL 10.330
MEMBER_IN DEMIR_KAY 48.867
MEMBER_IN JESUS_SAM 66.245
MEMBER_IN WOZNIAK_MARC 91.096
MEMBER_IN RONALDO_LYNNE 80.467
MEMBER_IN KILIC_EDITH 38.011
MEMBER_IN KOCAMAN_ABBY 45.838
MEMBER_IN ESCOBAR_SOPHIA 25.465
MEMBER_IN GUS_SHEILA 66.031
MEMBER_IN WOZNIAK_RODERICK 21.641
MEMBER_IN SOPRANO_ZACH 11.362
MEMBER_IN SOYLU_BETSY 48.203
MEMBER_IN MESSI_AARON 39.208
MEMBER_IN MESSI_ROGELIO 93.229
MEMBER_IN SOPRANO_TRUDY 14.707
MEMBER_IN WALTON_AARON 2.956
MEMBER_IN GUS_ESTHER 23.190
MEMBER_IN KOWALSKI_JARED 1.855
MEMBER_IN GAMBINO_BOB 55.017
MEMBER_IN MANCINI_AARON 49.757
MEMBER_IN ADELSON_EVAN 73.152
MEMBER_IN PINKMAN_MELODY 87.922
MEMBER_IN PEKER_VITOR 56.528
MEMBER_IN KOWALCZYK_JAYNE 30.187
MEMBER_IN TADIC_ALMA 71.132
MEMBER_IN BUFFETT_LYDIA 39.053
MEMBER_IN CATLI_GENEVA 99.229
MEMBER_IN ELLISON_VAN 41.330
MEMBER_IN MBAPPE_DWAYNE 28.543
MEMBER_IN HEISENBERG_KRIS 94.047
MEMBER_IN KOWALCZYK_TONY 54.731
MEMBER_IN RONALDO_BRUCE 41.411
MEMBER_IN GAMBINO_JODY 0.135
MEMBER_IN DEMIREL_EUGENE 16.502
MEMBER_IN MORGAN_BERNADETTE 34.094
MEMBER_IN MORGAN_HEATHER 55.722
MEMBER_IN AGUERO_TRUDY 63.401
MEMBER_IN KAYA_DON 62.432
MEMBER_IN GOTTI_MARIBEL 27.112
MEMBER_IN STOJANOVIC_RICK 77.590
MEMBER_IN ADELSON_GENEVIEVE 96.480
MEMBER_IN GAMBINO_JODI 77.640
MEMBER_IN JANKOWSKI_GLADYS 4.338
MEMBER_IN KARTAL_PAM 60.640
MEMBER_IN PEKER_SETH 57.747
MEMBER_IN BARZINI_KATHERINE 53.476
MEMBER_IN ERBAKAN_HOPE 47.945
MEMBER_IN NEYMAR_KELLIE 37.483
MEMBER_IN ZASA_CLAYTON 53.624
MEMBER_IN KAYA_KERI 23.734
MEMBER_IN KARTAL_ANITA 92.832
MEMBER_IN KACZMAREK_KERIM 92.797
MEMBER_IN ERDOGAN_KERRI 48.076
MEMBER_IN DEMIR_JUSTIN 16.693
MEMBER_IN MANE_STACEY 61.148
MEMBER_IN KOVACEVIC_SANDI 55.584
MEMBER_IN ELLISON_DAVE 55.032
MEMBER_IN GAMBINO_JOEL 79.159
MEMBER_IN DEMIR_KEN 38.157
MEMBER_IN ROCKEFELLER_GAYLE 56.720
MEMBER_IN OZDEMIR_EDNA 81.548
MEMBER_IN KOVACEVIC_SANDY 5.681
MEMBER_IN MOEGREENE_BELINDA 89.217
MEMBER_IN PINKMAN_ROXANNE 67.216
MEMBER_IN DEMIR_JEROME 92.216
MEMBER_IN MOEGREENE_ANGEL 33.483
MEMBER_IN SLIM_MAHMUT 96.683
MEMBER_IN LUCCHESE_FRANCIS 10.919
MEMBER_IN KAMINSKI_SETH 75.269
MEMBER_IN MESSI_FRANCISCA 62.630
MEMBER_IN WOJCIECHOWSKI_CAROLINA 12.506
MEMBER_IN WOJCIECHOWSKI_CAROLINE 97.225
MEMBER_IN KAYA_JEROME 48.172
MEMBER_IN GATES_CASSANDRA 75.277
MEMBER_IN BARZINI_VICKI 69.807
MEMBER_IN DEMIR_STAN 66.885
MEMBER_IN JOBS_ANTHONY 60.744
MEMBER_IN ELLISON_RACHAEL 52.965
MEMBER_IN ERDOGAN_JACK 71.762
MEMBER_IN IVANOVIC_MARIO 7.455
MEMBER_IN KOCH_LENA 68.914
MEMBER_IN ROCKEFELLER_ROBERTO 1.010
MEMBER_IN WOZNIAK_TANYA 92.005
MEMBER_IN KARTAL_LYNDA 48.524
MEMBER_IN KOWALCZYK_GINA 42.658
MEMBER_IN MARKOVIC_ZACH 73.249
MEMBER_IN KWIATKOWSKI_ORLANDO 95.192
MEMBER_IN BARZINI_CARLTON 65.803
MEMBER_IN KILIC_TERESA 39.334
MEMBER_IN BENZEMA_DON 82.147
MEMBER_IN WOJCIECHOWSKI_MARLA 29.778
MEMBER_IN ERDOGAN_PHILLIP 6.010
MEMBER_IN JOBS_MONICA 36.209
MEMBER_IN JANKOWSKI_LUCY 9.412
MEMBER_IN MESSI_DELIA 83.598
MEMBER_IN PENTANGELI_PAULETTE 1.730
MEMBER_IN KWIATKOWSKI_MIRANDA 68.418
MEMBER_IN IVANOVIC_CONNIE 32.910
MEMBER_IN AGUERO_JONATHAN 92.207
MEMBER_IN STOJANOVIC_VERNON 97.520
MEMBER_IN POYRAZOGLU_LEA 96.193
MEMBER_IN POYRAZOGLU_CANDICE 10.834
MEMBER_IN DEMIR_OGUZ 7.727
MEMBER_IN POYRAZOGLU_LEE 19.713
MEMBER_IN CICCI_MARISA 53.273
MEMBER_IN CATLI_RUTH 13.196
MEMBER_IN PENTANGELI_LUPE 46.154
MEMBER_IN ZASA_VIRGINIA 37.952
MEMBER_IN ROTH_PHILIP 18.522
MEMBER_IN KOWALSKI_SANTIAGO 43.429
MEMBER_IN JESUS_EDGAR 49.326
MEMBER_IN RONALDO_ANNE 47.608
MEMBER_IN SOPRANO_TERRANCE 55.740
MEMBER_IN ROSATO_PHILLIP 29.900
MEMBER_IN TRAJKOVSKI_DENA 77.136
MEMBER_IN BARZINI_FRANCIS 84.708
MEMBER_IN HEISENBERG_RANDOLPH 53.559
MEMBER_IN GUS_MURIEL 18.795
MEMBER_IN JOBS_LORI 61.013
MEMBER_IN WALTON_DELIA 33.818
MEMBER_IN HEISENBERG_MADELINE 21.837
MEMBER_IN GUZMAN_CESAR 99.446
MEMBER_IN KAYA_KENT 44.243
MEMBER_IN IVANOVIC_MARLA 1.489
MEMBER_IN RONALDO_BETHANY 77.334
MEMBER_IN SZYMCZAK_JUANITA 41.199
MEMBER_IN POYRAZOGLU_LEO 24.186
MEMBER_IN MANCINI_DELIA 93.557
MEMBER_IN ESCOBAR_PAULA 36.960
MEMBER_IN SALAH_BONITA 59.280
MEMBER_IN POYRAZOGLU_LES 20.867
MEMBER_IN KILIC_JOSEPHINE 5.516
MEMBER_IN ROSATO_ALBERT 54.713
MEMBER_IN JOBS_EDMUND 10.691
MEMBER_IN AGUERO_WALLACE 69.724
MEMBER_IN RONALDO_BONITA 38.191
MEMBER_IN RONALDO_DEBRA 30.147
MEMBER_IN GAMBINO_JENNA 64.943
MEMBER_IN ERBAKAN_KRISTY 38.003
MEMBER_IN KARTAL_JESSICA 11.141
MEMBER_IN GUZMAN_VICTORIA 19.262
MEMBER_IN BENZEMA_GUADALUPE 90.996
MEMBER_IN KOCH_LEAH 38.528
MEMBER_IN HEISENBERG_SONJA 72.181
MEMBER_IN TRAJKOVSKI_BEATRIZ 60.234
MEMBER_IN LUCCHESE_FRANCES 67.238
MEMBER_IN LEWANDOWSKI_CONNIE 74.316
MEMBER_IN TESSIO_SARA 30.798
MEMBER_IN GAMBINO_JENNY 62.120
MEMBER_IN STANKOVIC_CATHY 25.977
MEMBER_IN HEISENBERG_WANDA 99.409
MEMBER_IN ELLISON_RUBEN 9.839
MEMBER_IN MARKOVIC_LAUREL 54.186
MEMBER_IN TADIC_DOMINIC 58.974
MEMBER_IN STOJANOVIC_HILDA 26.107
MEMBER_IN CORLEONE_JUAN 94.955
MEMBER_IN MARKOVIC_LAUREN 16.168
MEMBER_IN NEYMAR_DICK 7.713
MEMBER_IN HEISENBERG_SONIA 11.675
MEMBER_IN ERBAKAN_KRISTI 23.039
MEMBER_IN ROCKEFELLER_JEFF 69.837
MEMBER_IN KAYA_LUTHER 6.921
MEMBER_IN LEWANDOWSKI_LINDSAY 3.603
MEMBER_IN WALTON_BETHANY 64.713
MEMBER_IN SALAH_ANTHONY 72.039
MEMBER_IN ERBAKAN_KRISTA 62.223
MEMBER_IN WOJCIECHOWSKI_MARIO 90.369
MEMBER_IN KILIC_LANA 99.006
MEMBER_IN RONALDO_LYNDA 8.446
MEMBER_IN FORD_KAY 68.082
MEMBER_IN KAMINSKI_MOHAMMAD 28.342
MEMBER_IN NEYMAR_CHARLES 91.063
MEMBER_IN KILIC_NORMAN 51.689
MEMBER_IN WOZNIAK_CAROLYN 16.126
MEMBER_IN WOJCIECHOWSKI_MARIE 99.586
MEMBER_IN MARIC_JONATHAN 52.594
MEMBER_IN WOJCIECHOWSKI_MARIA 88.519
MEMBER_IN KACZMAREK_KERRI 19.308
MEMBER_IN ERDOGAN_KERIM 65.699
MEMBER_IN BONANNO_WILLARD 85.262
MEMBER_IN NEYMAR_RAMONA 11.515
MEMBER_IN ROSATO_ALFRED 73.863
MEMBER_IN STOJANOVIC_FELIX 45.331
MEMBER_IN STOJANOVIC_JENNIFER 83.212
MEMBER_IN KAMINSKI_MAE 24.935
MEMBER_IN LEWANDOWSKI_WILMA 83.528
MEMBER_IN GOTTI_PHIL 89.575
MEMBER_IN WOZNIAK_BRIAN 96.406
MEMBER_IN MBAPPE_JAN 75.881
MEMBER_IN MBAPPE_JAY 88.504
MEMBER_IN JESUS_LYLE 61.853
MEMBER_IN BONANNO_CONNIE 50.065
MEMBER_IN TATTAGLIA_STACY 82.311
MEMBER_IN TATTAGLIA_TOMMY 61.064
MEMBER_IN GUS_DREW 3.511
MEMBER_IN NIKOLIC_JUAN 17.685
MEMBER_IN ADELSON_KENDRA 41.519
MEMBER_IN NEYMAR_VANESSA 21.707
MEMBER_IN KAMINSKI_MAX 35.810
MEMBER_IN ROTH_KENT 4.492
MEMBER_IN KNEZEVIC_LYNN 50.410
MEMBER_IN CORLEONE_JUDY 78.308
MEMBER_IN GUS_EDITH 39.563
MEMBER_IN SLIM_CLYDE 42.624
MEMBER_IN GUS_SANDY 19.135
MEMBER_IN ROCKEFELLER_JEAN 39.426
MEMBER_IN MBAPPE_IRENE 51.229
MEMBER_IN KNEZEVIC_CHARLIE 5.258
MEMBER_IN JESUS_NORMA 15.033
MEMBER_IN NIKOLIC_JUDY 21.715
MEMBER_IN MORGAN_KRISTIN 57.923
MEMBER_IN CICCI_KELLIE 4.923
MEMBER_IN GUS_SANDI 71.092
MEMBER_IN KNEZEVIC_GERARDO 74.722
MEMBER_IN ROTSHCHILD_JESSIE 7.068
MEMBER_IN CICCI_TERRANCE 55.884
MEMBER_IN BONANNO_WANDA 48.050
MEMBER_IN PEKER_SANDI 2.197
MEMBER_IN ERBAKAN_JEROME 57.416
MEMBER_IN KACZMAREK_ROSEMARIE 75.128
MEMBER_IN YILMAZ_CAROLYN 86.709
MEMBER_IN POYRAZOGLU_MAX 48.223
MEMBER_IN MARKOVIC_SHERRIE 75.230
MEMBER_IN PEKER_SANDY 75.520
MEMBER_IN ZUCKERBERG_JULIO 20.658
MEMBER_IN JESUS_LYNN 18.038
MEMBER_IN KAMINSKI_JULIO 8.989
MEMBER_IN POYRAZOGLU_YVONNE 82.204
MEMBER_IN LEWANDOWSKI_SAMMY 25.730
MEMBER_IN POYRAZOGLU_MAE 7.783
MEMBER_IN WOJCIECHOWSKI_MARCO 46.676
MEMBER_IN ESCOBAR_CHUCK 61.195
MEMBER_IN ESCOBAR_MURIEL 95.324
MEMBER_IN BARZINI_TRINA 50.071
MEMBER_IN RIZZI_CHERYL 20.515
MEMBER_IN KAYA_GREGORY 40.690
MEMBER_IN FORD_BRUCE 43.258
MEMBER_IN FORD_KEN 30.841
MEMBER_IN KNEZEVIC_LYLE 92.190
MEMBER_IN BENZEMA_TYRONE 53.043
MEMBER_IN STRACCI_ALEXIS 96.721
MEMBER_IN KARTAL_LYNNE 26.497
MEMBER_IN LUCCHESE_RAMONA 50.904
MEMBER_IN CLEMENZA_JANELLE 14.972
MEMBER_IN MBAPPE_DARYL 36.211
MEMBER_IN AGUERO_VINCE 42.553
MEMBER_IN BONANNO_SONIA 75.557
MEMBER_IN STOJANOVIC_DON 15.038
MEMBER_IN ROTSHCHILD_ANITA 62.502
MEMBER_IN JOBS_JOSEPHINE 62.688
MEMBER_IN OZDEMIR_MARGIE 86.747
MEMBER_IN STANKOVIC_MEREDITH 58.553
MEMBER_IN PENTANGELI_PEGGY 31.536
MEMBER_IN JESUS_RON 6.083
MEMBER_IN BEZOS_JORGE 34.883
MEMBER_IN CICCI_KELLEY 19.061
MEMBER_IN NIKOLIC_BUDDY 35.444
MEMBER_IN KNEZEVIC_MELODY 68.884
MEMBER_IN PETROVIC_TIMOTHY 72.382
MEMBER_IN NEYMAR_CHARLIE 50.258
MEMBER_IN KARTAL_CAROLINE 26.332
MEMBER_IN FORD_LYNDA 76.838
MEMBER_IN KARTAL_CAROLINA 34.543
MEMBER_IN TATTAGLIA_JOE 16.974
MEMBER_IN NOWAK_MONICA 55.727
MEMBER_IN KAMINSKI_MEL 11.370
MEMBER_IN KNEZEVIC_CHARLES 91.757
MEMBER_IN GOODMAN_KATRINA 64.425
MEMBER_IN DEMIREL_GERTRUDE 64.818
MEMBER_IN RIZZI_ROSEMARIE 3.955
MEMBER_IN KACZMAREK_ROBBIE 76.950
MEMBER_IN YILMAZ_CLYDE 13.155
MEMBER_IN MARIC_PABLO 79.246
MEMBER_IN WOZNIAK_ROBIN 57.271
MEMBER_IN BONANNO_SONJA 70.225
MEMBER_IN MBAPPE_JEN 47.082
MEMBER_IN ERBAKAN_APRIL 84.317
MEMBER_IN TATTAGLIA_GRANT 84.627
MEMBER_IN ROSATO_DOREEN 14.516
MEMBER_IN POYRAZOGLU_JILL 82.075
MEMBER_IN PETROVIC_GINGER 1.653
MEMBER_IN GAMBINO_DONNA 51.748
MEMBER_IN GAMBINO_JOSH 33.919
MEMBER_IN TRAJKOVSKI_JO 84.743
MEMBER_IN PETROVIC_CINDY 28.801
MEMBER_IN NIKOLIC_RICKY 82.791
MEMBER_IN NEYMAR_EUGENE 25.030
MEMBER_IN JESUS_ROB 71.018
MEMBER_IN JESUS_ROD 61.608
MEMBER_IN POYRAZOGLU_JULIO 35.698
MEMBER_IN KOVACEVIC_MARILYN 74.956
MEMBER_IN STANKOVIC_JANE 51.973
MEMBER_IN SOPRANO_DAVE 11.849
MEMBER_IN PEKER_SEAN 51.754
MEMBER_IN GATES_EDNA 31.448
MEMBER_IN ZASA_JARED 46.055
MEMBER_IN MARIC_PENNY 49.887
MEMBER_IN GOTTI_MAHMUT 56.336
MEMBER_IN DEMIR_WHITNEY 92.993
MEMBER_IN ROTH_KERI 39.085
MEMBER_IN KOCAMAN_CAROLE 83.107
MEMBER_IN MOEGREENE_VERNA 6.062
MEMBER_IN FORD_DEBRA 53.721
MEMBER_IN CORLEONE_LINDSAY 29.651
MEMBER_IN TATTAGLIA_RODERICK 99.735
MEMBER_IN GAMBINO_SALVATORE 86.404
MEMBER_IN JANKOWSKI_ISRAEL 0.111
MEMBER_IN TERIM_CANDY 61.838
MEMBER_IN WHITE_BRENDA 44.553
MEMBER_IN KOWALSKI_LEROY 45.661
MEMBER_IN SOPRANO_VIOLA 74.848
MEMBER_IN BENZEMA_KEREM 24.856
MEMBER_IN TATTAGLIA_DENNI 5.101
MEMBER_IN ROTSHCHILD_GENEVIEVE 42.260
MEMBER_IN BENZEMA_MILTON 25.542
MEMBER_IN LUCCHESE_BOBBI 23.616
MEMBER_IN JANKOWSKI_BLANCA 91.368
MEMBER_IN POYRAZOGLU_GREGORY 47.847
MEMBER_IN GOODMAN_DENISE 58.745
MEMBER_IN KWIATKOWSKI_FRED 95.406
MEMBER_IN CICCI_CHRISTIE 57.183
MEMBER_IN STOJANOVIC_MARISSA 1.184
MEMBER_IN GENOVESE_CASSIE 79.561
MEMBER_IN ELLISON_ZACH 69.246
MEMBER_IN MANCINI_MEL 47.275
MEMBER_IN SLIM_JOYCE 19.294
MEMBER_IN BONANNO_ADRIANA 14.150
MEMBER_IN ROTH_BRADLEY 80.570
MEMBER_IN ESCOBAR_STAN 78.614
MEMBER_IN JOVANOVIC_ANDREA 96.412
MEMBER_IN MBAPPE_JOE 97.611
MEMBER_IN COLOMBO_FRANCINE 61.183
MEMBER_IN OZDEMIR_MABEL 99.266
MEMBER_IN TATTAGLIA_JEN 79.348
MEMBER_IN CUNEO_PHILLIP 99.044
MEMBER_IN STOJANOVIC_DEE 88.703
MEMBER_IN CORLEONE_KAREN 82.880
MEMBER_IN TESSIO_ANDY 95.854
MEMBER_IN GAMBINO_JONI 76.475
MEMBER_IN SOYLU_MICHEAL 96.517
MEMBER_IN MARKOVIC_DAVE 19.904
MEMBER_IN MANCINI_CESAR 3.589
MEMBER_IN ERDOGAN_EDUARDO 68.301
MEMBER_IN KACZMAREK_RODERICK 15.176
MEMBER_IN FORD_LYNNE 18.162
MEMBER_IN KOWALCZYK_MERLE 77.519
MEMBER_IN CLEMENZA_OKAN 25.638
MEMBER_IN PETROVIC_MARC 63.747
MEMBER_IN MBAPPE_MINNIE 79.465
MEMBER_IN PETROVIC_MARK 84.788
MEMBER_IN WHITE_GEOFFREY 64.942
MEMBER_IN PETROVIC_MARY 65.379
MEMBER_IN KACZMAREK_ADRIENNE 51.059
MEMBER_IN DEMIREL_GUY 94.383
MEMBER_IN COLOMBO_GERRY 6.057
MEMBER_IN TESSIO_BUDDY 21.830
MEMBER_IN STRACCI_PAM 78.737
MEMBER_IN STANKOVIC_BOBBI 27.466
MEMBER_IN KOVACEVIC_SAMMY 25.739
MEMBER_IN ESCOBAR_OGUZ 87.693
MEMBER_IN ROCKEFELLER_JERRY 59.435
MEMBER_IN ERDOGAN_KEREM 10.303
MEMBER_IN KAMINSKI_SEAN 17.292
MEMBER_IN TADIC_NADINE 59.990
MEMBER_IN IVANOVIC_VICTOR 23.847
MEMBER_IN SALAH_GORDON 14.921
MEMBER_IN KOWALSKI_CRISTINA 21.335
MEMBER_IN MARKOVIC_LAURIE 2.846
MEMBER_IN MBAPPE_REBECCA 76.407
MEMBER_IN CICCI_LEIGH 83.194
MEMBER_IN JANKOWSKI_SALVATORE 13.681
MEMBER_IN MBAPPE_ANGELICA 79.114
MEMBER_IN MARIC_KENNETH 17.443
MEMBER_IN KARTAL_GRETCHEN 59.408
MEMBER_IN YILMAZ_KORAY 24.690
MEMBER_IN MESSI_CESAR 98.623
MEMBER_IN SALAH_GLADYS 78.919
MEMBER_IN MANE_GUADALUPE 15.447
MEMBER_IN BENZEMA_KERIM 28.197
MEMBER_IN COLOMBO_DENNIS 41.289
MEMBER_IN TATTAGLIA_TOMAS 38.570
MEMBER_IN TESSIO_SAUL 78.151
MEMBER_IN JOVANOVIC_ANDREW 32.127
MEMBER_IN SLIM_LUCINDA 69.276
MEMBER_IN JOVANOVIC_ANDRES 89.425
MEMBER_IN PETROVIC_MATT 90.745
MEMBER_IN JANKOWSKI_EDITH 2.879
MEMBER_IN TESSIO_ADRIENNE 90.467
MEMBER_IN KAMINSKI_SANTIAGO 46.891
MEMBER_IN MORGAN_JONATHAN 23.092
MEMBER_IN STOJANOVIC_DAN 0.964
MEMBER_IN ROSATO_SUZANNE 94.319
MEMBER_IN JESUS_RANDALL 13.820
MEMBER_IN TATTAGLIA_LES 30.511
MEMBER_IN TESSIO_ALMA 89.502
MEMBER_IN PEKER_JEANETTE 68.362
MEMBER_IN MORGAN_CAMERON 53.451
MEMBER_IN TATTAGLIA_LEO 75.621
MEMBER_IN KOWALCZYK_PAM 72.500
MEMBER_IN LEWANDOWSKI_NORMA 11.786
MEMBER_IN CUNEO_CODY 26.186
MEMBER_IN ELLISON_JIMMY 67.088
MEMBER_IN HEISENBERG_SONYA 63.097
MEMBER_IN TATTAGLIA_LEE 14.235
MEMBER_IN JOBS_VICKI 14.884
MEMBER_IN TATTAGLIA_LEA 84.329
MEMBER_IN KNEZEVIC_MARTA 69.597
MEMBER_IN BENZEMA_SUSAN 7.850
MEMBER_IN MORGAN_ANA 72.320
